NK,530.5
DCD,541.25
MANYA,547.0
A,533.0
MNA,543.0
MM,556.5
L,533.0
LL,543.0
L,522.75
FINAL,526.75
MANYAGARG,502.75
IHTINK,513.0
HI,128.75
SHILPA,531.0
L,532.0
ME,512.0
NISHTHA,537.25
,532.0
NISHTHA,514.0
DRIVEETEST,534.25
K,535.75
AMIT,531.0
,0.0
,530.75
,0.0
,562.5
,542.5
,543.0
,568.0
